code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	categories_fr	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_fr	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_fr	ingredients_text	allergens	allergens_fr	traces	traces_tags	traces_fr	serving_size	serving_quantity	no_nutriments	additives_n	additives	additives_tags	additives_fr	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	states_tags	states_fr	brand_owner	main_category	main_category_fr	image_url	image_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	soluble-fiber_100g	insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0000000018197	http://world-fr.openfoodfacts.org/produit/0000000018197/lotus-organic-brown-jasmine-rice-unfi	usda-ndb-import	1489055652	2017-03-09T10:34:12Z	1545997009	2018-12-28T11:36:49Z	Lotus Organic Brown Jasmine Rice					Unfi	unfi								Organic	en:organic	Bio								United States	en:united-states	États-Unis	Organic brown jasmine rice						45 g (0.25 cup)	45		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											1582	1582		2.22																																				77.78	2.22									2.2			8.89																																																									
0000000018227	http://world-fr.openfoodfacts.org/produit/0000000018227/organic-oat-groats-pcc	usda-ndb-import	1489055682	2017-03-09T10:34:42Z	1545997202	2018-12-28T11:40:02Z	Organic Oat Groats					Pcc	pcc								Organic	en:organic	Bio								United States	en:united-states	États-Unis	Organic oat groats						42 g (0.25 cup)	42		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											1096	1096		5.95	1.19																																			66.67	2.38									9.5			16.67				0.0254	0.01016																					0.048		0.00429																													
0000000018265	http://world-fr.openfoodfacts.org/produit/0000000018265/energy-power-mix-sunridge	usda-ndb-import	1489055706	2017-03-09T10:35:06Z	1489055706	2017-03-09T10:35:06Z	Energy Power Mix					Sunridge	sunridge																		United States	en:united-states	États-Unis	Yogurt raisins, tamari roasted almonds, organic tamari roasted soy nuts, dark chocolate stars, cranberries, dark chocolate chips, peanut butter chips, milk chocolate raisins, pineapple, papaya, peanut butter peanuts & raisins, roasted peanuts.						40 g (0.25 cup)	40		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											1464	1464		17.5	7.5																																			42.5	32.5									5			7.5				0.28448	0.113792		0.000075					0.0225														0.1		0.0018																													
0000000018289	http://world-fr.openfoodfacts.org/produit/0000000018289/antioxidant-mix-berries-chocolate-sunridge	usda-ndb-import	1489055654	2017-03-09T10:34:14Z	1489055655	2017-03-09T10:34:15Z	Antioxidant Mix - Berries & Chocolate					Sunridge	sunridge																		United States	en:united-states	États-Unis	Chocolate stars (dehydrated cane juice, sweetened chocolate, cocoa butter, soy lecithin [an emulsifier], natural vanilla), roasted peanuts (peanuts, safflower, peanut, and/or canola oil, salt), dry roasted almonds (almonds, sea salt), dry roasted cashews (cashews, sea salt), dried cranberries (cranberries, evaporated cane juice, sunflower oil), dried cherries, walnuts, dried blueberries (blueberries, evaporated cane juice, sunflower oil).						30 g (0.25 cup)	30		1		en:e322,en:e322i	E322 - Lécithines,E322i - Lécithine	0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											2092	2092		33.33	6.67																																			46.67	30									6.7			13.33				0.46482	0.185928		0.0000999																			0.067		0.0024																													
0000000018319	http://world-fr.openfoodfacts.org/produit/0000000018319/organic-quinoa-coconut-granola-with-mango-sunridge	usda-ndb-import	1489055720	2017-03-09T10:35:20Z	1545997203	2018-12-28T11:40:03Z	Organic Quinoa Coconut Granola With Mango					Sunridge	sunridge								Organic	en:organic	Bio								United States	en:united-states	États-Unis	Organic rolled oats, organic evaporated cane juice, organic quinoa flakes, organic raisins, organic expeller pressed canola oil, organic mango, organic oat bran, organic coconut.						55 g (0.5 cup)	55		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											1674	1674		10.91	2.73																																			69.09	27.27									9.1			10.91				0.02286	0.009144		0.0000546					0.0065														0.036		0.00262																													
0000000018340	http://world-fr.openfoodfacts.org/produit/0000000018340/fire-roasted-hatch-green-chile-almonds-sunridge	usda-ndb-import	1489055721	2017-03-09T10:35:21Z	1489055721	2017-03-09T10:35:21Z	Fire Roasted Hatch Green Chile Almonds					Sunridge	sunridge																		United States	en:united-states	États-Unis	Dry roasted almonds, hatch green chile seasoning (organic cheddar cheese powder [organic cheddar cheese {cultured pasteurized milk, salt, enzymes}, organic nonfat milk,organic whey, salt, sodium phosphate], salt, hatch green chile pepper, evaporated cane juice, onion, parsely, natural flavors,garlic, maltodextrin, spices, spices extractives, citric acid), expeller pressed canola oil.						30 g (0.25 cup)	30		1		en:e330	E330 - Acide citrique	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											2372	2372		50	3.33																																			23.33	6.67									10			6.67				1.27	0.508							0.008														0.267		0.0036																													
0000000018357	http://world-fr.openfoodfacts.org/produit/0000000018357/peanut-butter-power-chews-sunridge	usda-ndb-import	1489138486	2017-03-10T09:34:46Z	1489138486	2017-03-10T09:34:46Z	Peanut Butter Power Chews					Sunridge	sunridge																		United States	en:united-states	États-Unis	Peanut butter (dry roasted peanuts, palm oil, salt), honey, crispy brown rice (brown rice flour [rice flour, rice bran], honey, calcium carbonate), barley malt, soy lecithin (an emulsifier), sea salt, locust bean gum, carrageenan gum.						45 g (45 GRM)	45		2		en:e322,en:e322i,en:e410	E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											1954	1954		20	2.22																																			60	33.33									4.4			8.89				0.19812	0.079248																					0.089		0.0016																													
0000000018371	http://world-fr.openfoodfacts.org/produit/0000000018371/real-salt-granular-redmond	usda-ndb-import	1489055713	2017-03-09T10:35:13Z	1489055713	2017-03-09T10:35:13Z	Real Salt Granular					Redmond	redmond																		United States	en:united-states	États-Unis	Ancient sea salt with natural trace minerals						1.4 g (0.25 tsp)	1.4		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer																																																																			96.15678	38.462712																																																				
0000000018388	http://world-fr.openfoodfacts.org/produit/0000000018388/organic-unswt-berry-coconut-granola-new-england-naturals	usda-ndb-import	1489055653	2017-03-09T10:34:13Z	1545997203	2018-12-28T11:40:03Z	Organic Unswt Berry Coconut Granola					New England Naturals	new-england-naturals								Organic	en:organic	Bio								United States	en:united-states	États-Unis	Organic whole rolled oats, organic expeller pressed canola oil, organic raisins, organic coconut, organic corn meal, organic flax seed, organic freeze dried raspberries, organic freeze dried blueberries, organic vanilla, salt.						54 g (0.5 cup)	54		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											1548	1548		22.22	4.63																																			57.41	5.56									9.3			12.96				0.28194	0.112776																					0.037		0.00333																													
0000000018395	http://world-fr.openfoodfacts.org/produit/0000000018395/roasted-salted-black-pepper-cashews-sunridge	usda-ndb-import	1489055654	2017-03-09T10:34:14Z	1489055654	2017-03-09T10:34:14Z	Roasted Salted Black Pepper Cashews					Sunridge	sunridge																		United States	en:united-states	États-Unis	Whole cashews, sunflower oil, salt, black pepper						30 g (30 g)	30		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											2372	2372		46.67	8.33																																			30	6.67									3.3			16.67				1.016	0.4064																					0.067		0.006																													
0000000018401	http://world-fr.openfoodfacts.org/produit/0000000018401/thai-curry-roasted-cashews-sunridge	usda-ndb-import	1489055712	2017-03-09T10:35:12Z	1489055712	2017-03-09T10:35:12Z	Thai Curry Roasted Cashews					Sunridge	sunridge																		United States	en:united-states	États-Unis	Cashews, curry seasoning (salt, maltodextrin, spices, torula yeast, onion, garlic, turmeric, extractives of spice and natural flavor), canola oil.						30 g (30 g)	30		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											2372	2372		43.33	6.67																																			30	6.67									3.3			16.67				1.35382	0.541528																					0.067		0.006																													
0000000018418	http://world-fr.openfoodfacts.org/produit/0000000018418/wasabi-tamari-almonds-sunridge	usda-ndb-import	1489055714	2017-03-09T10:35:14Z	1489055714	2017-03-09T10:35:14Z	Wasabi Tamari Almonds					Sunridge	sunridge																		United States	en:united-states	États-Unis	Almonds, wasabi spice (salt, rice flour, evaporated cane juice, onion powder, spice extracts, horseradish powder, yeast extract, dried parsley, spice, garlic powder, citric acid), tamari shoyu sauce (water, soybeans, salt, wheat)						30 g (30 g)	30		1		en:e330	E330 - Acide citrique	0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											2230	2230		46.67	3.33																																			23.33	3.33									10			20				2.032	0.8128																					0.2		0.0036																													
0000000018449	http://world-fr.openfoodfacts.org/produit/0000000018449/organic-medium-shredded-coconut-unfi	usda-ndb-import	1489055683	2017-03-09T10:34:43Z	1545997202	2018-12-28T11:40:02Z	Organic Medium Shredded Coconut					Unfi	unfi								Organic	en:organic	Bio								United States	en:united-states	États-Unis	Organic coconut						30 g (0.25 cup)	30		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											2230	2230		30	26.67																																			53.33	6.67									6.7			6.67												0.004																0.0024																													
0000000018456	http://world-fr.openfoodfacts.org/produit/0000000018456/organic-red-quinoa-pcc	usda-ndb-import	1489055718	2017-03-09T10:35:18Z	1545997202	2018-12-28T11:40:02Z	Organic Red Quinoa					Pcc	pcc								Organic	en:organic	Bio								United States	en:united-states	États-Unis	Organic red quinoa						45 g (0.25 cup)	45		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											1490	1490		6.67																																				64.44	11.11									8.9			13.33				0.01016	0.004064																					0.044		0.0052																													
0000000018500	http://world-fr.openfoodfacts.org/produit/0000000018500/dark-chocolate-coconut-chews-sunridge	usda-ndb-import	1489055650	2017-03-09T10:34:10Z	1489055650	2017-03-09T10:34:10Z	Dark Chocolate Coconut Chews					Sunridge	sunridge																		United States	en:united-states	États-Unis	Coconut bar (coconut, brown rice syrup), dark chocolate coating (unsweetened chocolate, dehydrated cane juice, cocoa butter, soy lecithin [as an emulsifier], natural vanilla).						40 g (40 g)	40		1		en:e322,en:e322i	E322 - Lécithines,E322i - Lécithine	0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											2092	2092		35	25																																			52.5	37.5									7.5			5				0.127	0.0508																							0.0018																													
0000000018517	http://world-fr.openfoodfacts.org/produit/0000000018517/seventh-heaven-organic-trail-mix-grizzlies	usda-ndb-import	1489055704	2017-03-09T10:35:04Z	1545997203	2018-12-28T11:40:03Z	Seventh Heaven Organic Trail Mix					Grizzlies	grizzlies								Organic	en:organic	Bio								United States	en:united-states	États-Unis	Organic semi-sweet chocolate chips (organic sugar, organic chocolate liquor, organic cocoa butter, soy lecithin, organic vanilla), organic pumpkin seeds, organic almonds, organic cranberries (sweetened with organic cane juice), organic raisins, organic coconut, organic sunflower seeds.						28 g (0.25 cup)	28		1		en:e322,en:e322i	E322 - Lécithines,E322i - Lécithine	0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											2092	2092		32.14	10.71																																			46.43	35.71									7.1			14.29							0.0004287																					0.00129																													
0000000018524	http://world-fr.openfoodfacts.org/produit/0000000018524/organic-unsweetened-granola-cinnamon-almond-new-england-naturals	usda-ndb-import	1489055720	2017-03-09T10:35:20Z	1545997203	2018-12-28T11:40:03Z	Organic Unsweetened Granola, Cinnamon Almond					New England Naturals	new-england-naturals								Organic	en:organic	Bio								United States	en:united-states	États-Unis	Organic whole rolled oates, organic raisins, organic expeller pressed canola oil, organic flax seed, organic corn meal, organic almonds, organic coconut, organic cinnamon, salt.						51 g (0.5 cup)	51		0				0			0						unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer											1887	1887		21.57	3.92																																			58.82	3.92									9.8			11.76				0.27432	0.109728																					0.078		0.00353																													
